0.000000	-1.526718
0.009595	-1.526717
0.019189	-1.526715
0.028784	-1.526711
0.038379	-1.526705
0.047974	-1.526699
0.057568	-1.526690
0.067163	-1.526680
0.076758	-1.526669
0.086353	-1.526656
0.095947	-1.526642
0.105542	-1.526626
0.115137	-1.526608
0.124731	-1.526589
0.134326	-1.526569
0.143921	-1.526547
0.153516	-1.526523
0.163110	-1.526498
0.172705	-1.526472
0.182300	-1.526444
0.191895	-1.526414
0.201489	-1.526383
0.211084	-1.526351
0.220679	-1.526316
0.230273	-1.526281
0.239868	-1.526244
0.249463	-1.526205
0.259058	-1.526165
0.268652	-1.526123
0.278247	-1.526080
0.287842	-1.526035
0.297437	-1.525989
0.307031	-1.525941
0.316626	-1.525892
0.326221	-1.525841
0.335815	-1.525789
0.345410	-1.525735
0.355005	-1.525679
0.364600	-1.525623
0.374194	-1.525564
0.383789	-1.525504
0.393384	-1.525443
0.402979	-1.525380
0.412573	-1.525315
0.422168	-1.525249
0.431763	-1.525182
0.441357	-1.525113
0.450952	-1.525042
0.460547	-1.524970
0.470142	-1.524897
0.479736	-1.524822
0.489331	-1.524745
0.498926	-1.524667
0.508521	-1.524587
0.518115	-1.524506
0.527710	-1.524424
0.537305	-1.524339
0.546899	-1.524254
0.556494	-1.524167
0.566089	-1.524078
0.575684	-1.523988
0.585278	-1.523896
0.594873	-1.523803
0.604468	-1.523708
0.614063	-1.523611
0.623657	-1.523514
0.633252	-1.523414
0.642847	-1.523313
0.652441	-1.523211
0.662036	-1.523107
0.671631	-1.523002
0.681226	-1.522895
0.690820	-1.522786
0.700415	-1.522676
0.710010	-1.522565
0.719604	-1.522452
0.729199	-1.522337
0.738794	-1.522221
0.748389	-1.522104
0.757983	-1.521985
0.767578	-1.521864
0.777173	-1.521742
0.786768	-1.521619
0.796362	-1.521493
0.805957	-1.521367
0.815552	-1.521239
0.825146	-1.521109
0.834741	-1.520978
0.844336	-1.520845
0.853931	-1.520711
0.863525	-1.520575
0.873120	-1.520438
0.882715	-1.520299
0.892310	-1.520159
0.901904	-1.520017
0.911499	-1.519874
0.921094	-1.519729
0.930688	-1.519582
0.940283	-1.519435
0.949878	-1.519285
0.959473	-1.519134
0.969067	-1.518982
0.978662	-1.518828
0.988257	-1.518672
0.997852	-1.518515
1.007446	-1.518357
1.017041	-1.518197
1.026636	-1.518035
1.036230	-1.517872
1.045825	-1.517708
1.055420	-1.517542
1.065015	-1.517374
1.074609	-1.517205
1.084204	-1.517034
1.093799	-1.516862
1.103394	-1.516689
1.112988	-1.516513
1.122583	-1.516337
1.132178	-1.516159
1.141772	-1.515979
1.151367	-1.515798
1.160962	-1.515615
1.170557	-1.515431
1.180151	-1.515245
1.189746	-1.515057
1.199341	-1.514869
1.208936	-1.514678
1.218530	-1.514486
1.228125	-1.514293
1.237720	-1.514098
1.247314	-1.513902
1.256909	-1.513704
1.266504	-1.513504
1.276099	-1.513303
1.285693	-1.513101
1.295288	-1.512897
1.304883	-1.512692
1.314478	-1.512484
1.324072	-1.512276
1.333667	-1.512066
1.343262	-1.511854
1.352856	-1.511641
1.362451	-1.511427
1.372046	-1.511210
1.381641	-1.510993
1.391235	-1.510774
1.400830	-1.510553
1.410425	-1.510331
1.420020	-1.510107
1.429614	-1.509882
1.439209	-1.509655
1.448804	-1.509427
1.458398	-1.509197
1.467993	-1.508966
1.477588	-1.508733
1.487183	-1.508499
1.496777	-1.508263
1.506372	-1.508026
1.515967	-1.507787
1.525562	-1.507546
1.535156	-1.507304
1.544751	-1.507061
1.554346	-1.506816
1.563940	-1.506570
1.573535	-1.506322
1.583130	-1.506072
1.592725	-1.505821
1.602319	-1.505569
1.611914	-1.505314
1.621509	-1.505059
1.631104	-1.504802
1.640698	-1.504543
1.650293	-1.504283
1.659888	-1.504022
1.669482	-1.503758
1.679077	-1.503494
1.688672	-1.503228
1.698267	-1.502960
1.707861	-1.502691
1.717456	-1.502420
1.727051	-1.502148
1.736646	-1.501874
1.746240	-1.501599
1.755835	-1.501322
1.765430	-1.501044
1.775024	-1.500764
1.784619	-1.500482
1.794214	-1.500200
1.803809	-1.499915
1.813403	-1.499629
1.822998	-1.499342
1.832593	-1.499053
1.842188	-1.498763
1.851782	-1.498471
1.861377	-1.498177
1.870972	-1.497882
1.880566	-1.497586
1.890161	-1.497288
1.899756	-1.496988
1.909351	-1.496687
1.918945	-1.496384
1.928540	-1.496080
1.938135	-1.495775
1.947729	-1.495468
1.957324	-1.495159
1.966919	-1.494849
1.976514	-1.494537
1.986108	-1.494224
1.995703	-1.493909
2.005298	-1.493593
2.014893	-1.493275
2.024487	-1.492956
2.034082	-1.492635
2.043677	-1.492313
2.053271	-1.491989
2.062866	-1.491664
2.072461	-1.491337
2.082056	-1.491009
2.091650	-1.490679
2.101245	-1.490347
2.110840	-1.490014
2.120435	-1.489680
2.130029	-1.489344
2.139624	-1.489007
2.149219	-1.488668
2.158813	-1.488327
2.168408	-1.487985
2.178003	-1.487642
2.187598	-1.487297
2.197192	-1.486950
2.206787	-1.486602
2.216382	-1.486252
2.225977	-1.485901
2.235571	-1.485549
2.245166	-1.485195
2.254761	-1.484839
2.264355	-1.484482
2.273950	-1.484123
2.283545	-1.483763
2.293140	-1.483401
2.302734	-1.483038
2.312329	-1.482673
2.321924	-1.482307
2.331519	-1.481939
2.341113	-1.481570
2.350708	-1.481199
2.360303	-1.480827
2.369897	-1.480453
2.379492	-1.480077
2.389087	-1.479700
2.398682	-1.479322
2.408276	-1.478942
2.417871	-1.478561
2.427466	-1.478178
2.437061	-1.477793
2.446655	-1.477407
2.456250	-1.477020
2.465845	-1.476631
2.475439	-1.476240
2.485034	-1.475848
2.494629	-1.475455
2.504224	-1.475059
2.513818	-1.474663
2.523413	-1.474265
2.533008	-1.473865
2.542603	-1.473464
2.552197	-1.473061
2.561792	-1.472657
2.571387	-1.472251
2.580981	-1.471844
2.590576	-1.471435
2.600171	-1.471025
2.609766	-1.470613
2.619360	-1.470200
2.628955	-1.469785
2.638550	-1.469369
2.648145	-1.468951
2.657739	-1.468532
2.667334	-1.468111
2.676929	-1.467688
2.686523	-1.467265
2.696118	-1.466839
2.705713	-1.466412
2.715308	-1.465984
2.724902	-1.465554
2.734497	-1.465122
2.744092	-1.464689
2.753687	-1.464255
2.763281	-1.463819
2.772876	-1.463381
2.782471	-1.462942
2.792065	-1.462502
2.801660	-1.462059
2.811255	-1.461616
2.820850	-1.461171
2.830444	-1.460724
2.840039	-1.460276
2.849634	-1.459826
2.859229	-1.459375
2.868823	-1.458922
2.878418	-1.458468
2.888013	-1.458012
2.897607	-1.457555
2.907202	-1.457096
2.916797	-1.456636
2.926392	-1.456174
2.935986	-1.455711
2.945581	-1.455246
2.955176	-1.454779
2.964771	-1.454312
2.974365	-1.453842
2.983960	-1.453371
2.993555	-1.452899
3.003149	-1.452425
3.012744	-1.451949
3.022339	-1.451472
3.031934	-1.450994
3.041528	-1.450514
3.051123	-1.450032
3.060718	-1.449549
3.070313	-1.449065
3.079907	-1.448579
3.089502	-1.448091
3.099097	-1.447602
3.108691	-1.447111
3.118286	-1.446619
3.127881	-1.446125
3.137476	-1.445630
3.147070	-1.445134
3.156665	-1.444635
3.166260	-1.444136
3.175854	-1.443634
3.185449	-1.443132
3.195044	-1.442627
3.204639	-1.442121
3.214233	-1.441614
3.223828	-1.441105
3.233423	-1.440595
3.243018	-1.440083
3.252612	-1.439570
3.262207	-1.439055
3.271802	-1.438538
3.281396	-1.438020
3.290991	-1.437501
3.300586	-1.436980
3.310181	-1.436457
3.319775	-1.435933
3.329370	-1.435408
3.338965	-1.434881
3.348560	-1.434352
3.358154	-1.433822
3.367749	-1.433291
3.377344	-1.432758
3.386938	-1.432223
3.396533	-1.431687
3.406128	-1.431149
3.415723	-1.430610
3.425317	-1.430069
3.434912	-1.429527
3.444507	-1.428983
3.454102	-1.428438
3.463696	-1.427891
3.473291	-1.427343
3.482886	-1.426793
3.492480	-1.426242
3.502075	-1.425689
3.511670	-1.425135
3.521265	-1.424579
3.530859	-1.424022
3.540454	-1.423463
3.550049	-1.422902
3.559644	-1.422340
3.569238	-1.421777
3.578833	-1.421212
3.588428	-1.420646
3.598022	-1.420078
3.607617	-1.419508
3.617212	-1.418937
3.626807	-1.418365
3.636401	-1.417790
3.645996	-1.417215
3.655591	-1.416638
3.665186	-1.416059
3.674780	-1.415479
3.684375	-1.414897
3.693970	-1.414314
3.703564	-1.413730
3.713159	-1.413143
3.722754	-1.412556
3.732349	-1.411966
3.741943	-1.411376
3.751538	-1.410783
3.761133	-1.410190
3.770728	-1.409594
3.780322	-1.408998
3.789917	-1.408399
3.799512	-1.407799
3.809106	-1.407198
3.818701	-1.406595
3.828296	-1.405991
3.837891	-1.405385
3.847485	-1.404778
3.857080	-1.404169
3.866675	-1.403558
3.876270	-1.402946
3.885864	-1.402333
3.895459	-1.401718
3.905054	-1.401101
3.914648	-1.400483
3.924243	-1.399864
3.933838	-1.399242
3.943433	-1.398620
3.953027	-1.397996
3.962622	-1.397370
3.972217	-1.396743
3.981812	-1.396114
3.991406	-1.395484
4.001001	-1.394853
4.010596	-1.394219
4.020190	-1.393585
4.029785	-1.392948
4.039380	-1.392311
4.048975	-1.391671
4.058569	-1.391031
4.068164	-1.390388
4.077759	-1.389744
4.087354	-1.389099
4.096948	-1.388452
4.106543	-1.387804
4.116138	-1.387154
4.125732	-1.386503
4.135327	-1.385850
4.144922	-1.385195
4.154517	-1.384539
4.164111	-1.383882
4.173706	-1.383223
4.183301	-1.382562
4.192896	-1.381900
4.202490	-1.381237
4.212085	-1.380572
4.221680	-1.379905
4.231274	-1.379237
4.240869	-1.378567
4.250464	-1.377896
4.260059	-1.377224
4.269653	-1.376549
4.279248	-1.375874
4.288843	-1.375197
4.298438	-1.374518
4.308032	-1.373838
4.317627	-1.373156
4.327222	-1.372473
4.336816	-1.371788
4.346411	-1.371102
4.356006	-1.370414
4.365601	-1.369725
4.375195	-1.369034
4.384790	-1.368341
4.394385	-1.367647
4.403979	-1.366952
4.413574	-1.366255
4.423169	-1.365557
4.432764	-1.364857
4.442358	-1.364155
4.451953	-1.363452
4.461548	-1.362748
4.471143	-1.362042
4.480737	-1.361334
4.490332	-1.360625
4.499927	-1.359915
4.509521	-1.359203
4.519116	-1.358489
4.528711	-1.357774
4.538306	-1.357057
4.547900	-1.356339
4.557495	-1.355620
4.567090	-1.354898
4.576685	-1.354176
4.586279	-1.353452
4.595874	-1.352726
4.605469	-1.351999
4.615063	-1.351270
4.624658	-1.350540
4.634253	-1.349808
4.643848	-1.349074
4.653442	-1.348340
4.663037	-1.347603
4.672632	-1.346865
4.682227	-1.346126
4.691821	-1.345385
4.701416	-1.344643
4.711011	-1.343899
4.720605	-1.343153
4.730200	-1.342406
4.739795	-1.341658
4.749390	-1.340908
4.758984	-1.340157
4.768579	-1.339404
4.778174	-1.338649
4.787769	-1.337893
4.797363	-1.337135
4.806958	-1.336376
4.816553	-1.335616
4.826147	-1.334854
4.835742	-1.334090
4.845337	-1.333325
4.854932	-1.332558
4.864526	-1.331790
4.874121	-1.331020
4.883716	-1.330249
4.893311	-1.329476
4.902905	-1.328702
4.912500	-1.327926
4.922095	-1.327149
4.931689	-1.326370
4.941284	-1.325590
4.950879	-1.324808
4.960474	-1.324025
4.970068	-1.323240
4.979663	-1.322453
4.989258	-1.321665
4.998853	-1.320876
5.008447	-1.320085
5.018042	-1.319293
5.027637	-1.318499
5.037231	-1.317703
5.046826	-1.316906
5.056421	-1.316108
5.066016	-1.315308
5.075610	-1.314506
5.085205	-1.313703
5.094800	-1.312898
5.104395	-1.312092
5.113989	-1.311285
5.123584	-1.310476
5.133179	-1.309665
5.142773	-1.308853
5.152368	-1.308039
5.161963	-1.307224
5.171558	-1.306407
5.181152	-1.305589
5.190747	-1.304769
5.200342	-1.303948
5.209937	-1.303125
5.219531	-1.302301
5.229126	-1.301475
5.238721	-1.300648
5.248315	-1.299819
5.257910	-1.298988
5.267505	-1.298156
5.277100	-1.297323
5.286694	-1.296488
5.296289	-1.295652
5.305884	-1.294814
5.315479	-1.293974
5.325073	-1.293133
5.334668	-1.292291
5.344263	-1.291447
5.353857	-1.290601
5.363452	-1.289754
5.373047	-1.288906
5.382642	-1.288056
5.392236	-1.287204
5.401831	-1.286351
5.411426	-1.285496
5.421021	-1.284640
5.430615	-1.283782
5.440210	-1.282923
5.449805	-1.282062
5.459399	-1.281200
5.468994	-1.280337
5.478589	-1.279471
5.488184	-1.278605
5.497778	-1.277736
5.507373	-1.276866
5.516968	-1.275995
5.526563	-1.275122
5.536157	-1.274248
5.545752	-1.273372
5.555347	-1.272495
5.564941	-1.271616
5.574536	-1.270735
5.584131	-1.269853
5.593726	-1.268970
5.603320	-1.268085
5.612915	-1.267198
5.622510	-1.266310
5.632104	-1.265421
5.641699	-1.264530
5.651294	-1.263637
5.660889	-1.262743
5.670483	-1.261848
5.680078	-1.260951
5.689673	-1.260052
5.699268	-1.259152
5.708862	-1.258250
5.718457	-1.257347
5.728052	-1.256442
5.737646	-1.255536
5.747241	-1.254628
5.756836	-1.253719
5.766431	-1.252808
5.776025	-1.251896
5.785620	-1.250982
5.795215	-1.250067
5.804810	-1.249150
5.814404	-1.248232
5.823999	-1.247312
5.833594	-1.246391
5.843188	-1.245468
5.852783	-1.244543
5.862378	-1.243617
5.871973	-1.242690
5.881567	-1.241761
5.891162	-1.240831
5.900757	-1.239899
5.910352	-1.238965
5.919946	-1.238030
5.929541	-1.237094
5.939136	-1.236156
5.948730	-1.235216
5.958325	-1.234275
5.967920	-1.233332
5.977515	-1.232388
5.987109	-1.231443
5.996704	-1.230495
6.006299	-1.229547
6.015894	-1.228597
6.025488	-1.227645
6.035083	-1.226692
6.044678	-1.225737
6.054272	-1.224781
6.063867	-1.223823
6.073462	-1.222864
6.083057	-1.221903
6.092651	-1.220940
6.102246	-1.219977
6.111841	-1.219011
6.121436	-1.218044
6.131030	-1.217076
6.140625	-1.216106
6.150220	-1.215135
6.159814	-1.214162
6.169409	-1.213187
6.179004	-1.212211
6.188599	-1.211234
6.198193	-1.210255
6.207788	-1.209274
6.217383	-1.208292
6.226978	-1.207309
6.236572	-1.206324
6.246167	-1.205337
6.255762	-1.204349
6.265356	-1.203359
6.274951	-1.202368
6.284546	-1.201376
6.294141	-1.200381
6.303735	-1.199386
6.313330	-1.198388
6.322925	-1.197390
6.332520	-1.196390
6.342114	-1.195388
6.351709	-1.194385
6.361304	-1.193380
6.370898	-1.192373
6.380493	-1.191366
6.390088	-1.190356
6.399683	-1.189345
6.409277	-1.188333
6.418872	-1.187319
6.428467	-1.186304
6.438062	-1.185287
6.447656	-1.184268
6.457251	-1.183248
6.466846	-1.182227
6.476440	-1.181204
6.486035	-1.180179
6.495630	-1.179153
6.505225	-1.178126
6.514819	-1.177097
6.524414	-1.176066
6.534009	-1.175034
6.543604	-1.174001
6.553198	-1.172966
6.562793	-1.171929
6.572388	-1.170891
6.581982	-1.169851
6.591577	-1.168810
6.601172	-1.167767
6.610767	-1.166723
6.620361	-1.165677
6.629956	-1.164630
6.639551	-1.163581
6.649146	-1.162531
6.658740	-1.161479
6.668335	-1.160426
6.677930	-1.159371
6.687524	-1.158315
6.697119	-1.157257
6.706714	-1.156197
6.716309	-1.155136
6.725903	-1.154074
6.735498	-1.153010
6.745093	-1.151945
6.754688	-1.150878
6.764282	-1.149809
6.773877	-1.148739
6.783472	-1.147668
6.793066	-1.146595
6.802661	-1.145520
6.812256	-1.144444
6.821851	-1.143366
6.831445	-1.142287
6.841040	-1.141207
6.850635	-1.140125
6.860229	-1.139041
6.869824	-1.137956
6.879419	-1.136869
6.889014	-1.135781
6.898608	-1.134691
6.908203	-1.133600
6.917798	-1.132507
6.927393	-1.131413
6.936987	-1.130317
6.946582	-1.129220
6.956177	-1.128121
6.965771	-1.127021
6.975366	-1.125919
6.984961	-1.124815
6.994556	-1.123711
7.004150	-1.122604
7.013745	-1.121496
7.023340	-1.120387
7.032935	-1.119276
7.042529	-1.118163
7.052124	-1.117049
7.061719	-1.115934
7.071313	-1.114817
7.080908	-1.113698
7.090503	-1.112578
7.100098	-1.111457
7.109692	-1.110334
7.119287	-1.109209
7.128882	-1.108083
7.138477	-1.106955
7.148071	-1.105826
7.157666	-1.104695
7.167261	-1.103563
7.176855	-1.102430
7.186450	-1.101294
7.196045	-1.100158
7.205640	-1.099019
7.215234	-1.097880
7.224829	-1.096738
7.234424	-1.095595
7.244019	-1.094451
7.253613	-1.093305
7.263208	-1.092158
7.272803	-1.091009
7.282397	-1.089859
7.291992	-1.088707
7.301587	-1.087553
7.311182	-1.086398
7.320776	-1.085242
7.330371	-1.084084
7.339966	-1.082925
7.349561	-1.081764
7.359155	-1.080601
7.368750	-1.079437
7.378345	-1.078271
7.387939	-1.077104
7.397534	-1.075936
7.407129	-1.074766
7.416724	-1.073594
7.426318	-1.072421
7.435913	-1.071246
7.445508	-1.070070
7.455103	-1.068892
7.464697	-1.067713
7.474292	-1.066533
7.483887	-1.065350
7.493481	-1.064167
7.503076	-1.062981
7.512671	-1.061795
7.522266	-1.060606
7.531860	-1.059416
7.541455	-1.058225
7.551050	-1.057032
7.560645	-1.055838
7.570239	-1.054642
7.579834	-1.053445
7.589429	-1.052246
7.599023	-1.051045
7.608618	-1.049843
7.618213	-1.048640
7.627808	-1.047435
7.637402	-1.046228
7.646997	-1.045020
7.656592	-1.043811
7.666187	-1.042600
7.675781	-1.041387
7.685376	-1.040173
7.694971	-1.038957
7.704565	-1.037740
7.714160	-1.036522
7.723755	-1.035302
7.733350	-1.034080
7.742944	-1.032857
7.752539	-1.031632
7.762134	-1.030406
7.771729	-1.029178
7.781323	-1.027949
7.790918	-1.026718
7.800513	-1.025486
7.810107	-1.024252
7.819702	-1.023017
7.829297	-1.021780
7.838892	-1.020541
7.848486	-1.019302
7.858081	-1.018060
7.867676	-1.016819
7.877271	-1.015580
7.886865	-1.014345
7.896460	-1.013112
7.906055	-1.011883
7.915649	-1.010656
7.925244	-1.009433
7.934839	-1.008212
7.944434	-1.006994
7.954028	-1.005780
7.963623	-1.004568
7.973218	-1.003359
7.982813	-1.002153
7.992407	-1.000950
8.002002	-0.999750
8.011597	-0.998553
8.021191	-0.997358
8.030786	-0.996166
8.040381	-0.994978
8.049976	-0.993792
8.059570	-0.992609
8.069165	-0.991428
8.078760	-0.990251
8.088354	-0.989076
8.097949	-0.987904
8.107544	-0.986735
8.117139	-0.985569
8.126733	-0.984405
8.136328	-0.983245
8.145923	-0.982086
8.155518	-0.980931
8.165112	-0.979778
8.174707	-0.978628
8.184302	-0.977481
8.193896	-0.976336
8.203491	-0.975195
8.213086	-0.974055
8.222681	-0.972919
8.232275	-0.971785
8.241870	-0.970653
8.251465	-0.969525
8.261060	-0.968399
8.270654	-0.967275
8.280249	-0.966155
8.289844	-0.965036
8.299438	-0.963921
8.309033	-0.962808
8.318628	-0.961697
8.328223	-0.960589
8.337817	-0.959484
8.347412	-0.958381
8.357007	-0.957281
8.366602	-0.956183
8.376196	-0.955087
8.385791	-0.953995
8.395386	-0.952904
8.404980	-0.951817
8.414575	-0.950731
8.424170	-0.949648
8.433765	-0.948568
8.443359	-0.947490
8.452954	-0.946415
8.462549	-0.945342
8.472144	-0.944271
8.481738	-0.943203
8.491333	-0.942137
8.500928	-0.941074
8.510522	-0.940013
8.520117	-0.938954
8.529712	-0.937898
8.539307	-0.936844
8.548901	-0.935793
8.558496	-0.934744
8.568091	-0.933697
8.577686	-0.932653
8.587280	-0.931610
8.596875	-0.930571
8.606470	-0.929533
8.616064	-0.928498
8.625659	-0.927465
8.635254	-0.926435
8.644849	-0.925407
8.654443	-0.924381
8.664038	-0.923357
8.673633	-0.922336
8.683228	-0.921316
8.692822	-0.920300
8.702417	-0.919285
8.712012	-0.918272
8.721606	-0.917262
8.731201	-0.916254
8.740796	-0.915248
8.750391	-0.914245
8.759985	-0.913244
8.769580	-0.912244
8.779175	-0.911247
8.788770	-0.910253
8.798364	-0.909260
8.807959	-0.908269
8.817554	-0.907281
8.827148	-0.906295
8.836743	-0.905311
8.846338	-0.904329
8.855933	-0.903349
8.865527	-0.902372
8.875122	-0.901396
8.884717	-0.900423
8.894312	-0.899451
8.903906	-0.898482
8.913501	-0.897515
8.923096	-0.896550
8.932690	-0.895587
8.942285	-0.894626
8.951880	-0.893667
8.961475	-0.892710
8.971069	-0.891755
8.980664	-0.890803
8.990259	-0.889852
8.999854	-0.888903
9.009448	-0.887957
9.019043	-0.887012
9.028638	-0.886069
9.038232	-0.885129
9.047827	-0.884190
9.057422	-0.883254
9.067017	-0.882319
9.076611	-0.881386
9.086206	-0.880455
9.095801	-0.879527
9.105396	-0.878600
9.114990	-0.877675
9.124585	-0.876752
9.134180	-0.875831
9.143774	-0.874912
9.153369	-0.873995
9.162964	-0.873080
9.172559	-0.872167
9.182153	-0.871255
9.191748	-0.870346
9.201343	-0.869438
9.210938	-0.868533
9.220532	-0.867629
9.230127	-0.866727
9.239722	-0.865827
9.249316	-0.864929
9.258911	-0.864032
9.268506	-0.863138
9.278101	-0.862245
9.287695	-0.861355
9.297290	-0.860466
9.306885	-0.859579
9.316479	-0.858693
9.326074	-0.857810
9.335669	-0.856928
9.345264	-0.856049
9.354858	-0.855171
9.364453	-0.854294
9.374048	-0.853420
9.383643	-0.852547
9.393237	-0.851677
9.402832	-0.850807
9.412427	-0.849940
9.422021	-0.849075
9.431616	-0.848211
9.441211	-0.847349
9.450806	-0.846489
9.460400	-0.845630
9.469995	-0.844773
9.479590	-0.843918
9.489185	-0.843065
9.498779	-0.842213
9.508374	-0.841364
9.517969	-0.840515
9.527563	-0.839669
9.537158	-0.838824
9.546753	-0.837981
9.556348	-0.837140
9.565942	-0.836300
9.575537	-0.835462
9.585132	-0.834626
9.594727	-0.833791
9.604321	-0.832958
9.613916	-0.832127
9.623511	-0.831297
9.633105	-0.830469
9.642700	-0.829643
9.652295	-0.828818
9.661890	-0.827995
9.671484	-0.827174
9.681079	-0.826354
9.690674	-0.825536
9.700269	-0.824719
9.709863	-0.823904
9.719458	-0.823091
9.729053	-0.822279
9.738647	-0.821469
9.748242	-0.820661
9.757837	-0.819854
9.767432	-0.819048
9.777026	-0.818245
9.786621	-0.817442
9.796216	-0.816642
9.805811	-0.815843
9.815405	-0.815045
9.825000	-0.814249
9.834595	-0.813455
9.844189	-0.812662
9.853784	-0.811871
9.863379	-0.811081
9.872974	-0.810293
9.882568	-0.809506
9.892163	-0.808721
9.901758	-0.807937
9.911353	-0.807155
9.920947	-0.806375
9.930542	-0.805596
9.940137	-0.804818
9.949731	-0.804042
9.959326	-0.803267
9.968921	-0.802494
9.978516	-0.801722
9.988110	-0.800952
9.997705	-0.800184
10.007300	-0.799416
10.016895	-0.798651
10.026489	-0.797886
10.036084	-0.797124
10.045679	-0.796362
10.055273	-0.795602
10.064868	-0.794844
